County,Year,Conviction,Violent Felony Offenses (VFO),Drugs,DWI,Property,Other,Total
Ulster,2016,Misdemeanor,0,50,41,125,104,320
Warren,2016,Felony,7,15,13,15,22,72
Warren,2016,Misdemeanor,0,20,14,48,55,137
Washington,2016,Felony,5,9,6,9,14,43
Washington,2016,Misdemeanor,0,9,14,27,23,73
Wayne,2016,Felony,5,12,28,10,11,66
Wayne,2016,Misdemeanor,0,6,21,46,65,138
Westchester,2016,Felony,79,36,83,51,131,380
Westchester,2016,Misdemeanor,0,169,243,346,511,1269
Wyoming,2016,Felony,2,10,5,5,15,37
Wyoming,2016,Misdemeanor,0,6,11,13,23,53
Yates,2016,Felony,1,6,10,1,11,29
Yates,2016,Misdemeanor,0,8,4,8,20,40
Unknown,2016,Misdemeanor,0,0,0,0,0,0
Albany,2017,Felony,14,54,88,34,109,299
Albany,2017,Misdemeanor,0,39,114,167,211,531
Allegany,2017,Felony,2,8,9,9,6,34
Allegany,2017,Misdemeanor,0,7,19,22,25,73
Bronx,2017,Felony,174,53,34,46,171,478
Bronx,2017,Misdemeanor,0,59,73,95,302,529
Broome,2017,Felony,45,43,33,46,59,226
Broome,2017,Misdemeanor,0,107,38,139,133,417
Cattaraugus,2017,Felony,1,22,20,13,20,76
Cattaraugus,2017,Misdemeanor,0,20,35,38,51,144
Cayuga,2017,Felony,0,17,21,9,19,66
Cayuga,2017,Misdemeanor,0,9,32,44,53,138
Chautauqua,2017,Felony,7,16,18,18,21,80
Chautauqua,2017,Misdemeanor,0,45,22,69,120,256
Chemung,2017,Felony,7,7,31,18,25,88
Chemung,2017,Misdemeanor,0,16,24,44,56,140
Chenango,2017,Felony,7,15,6,10,11,49
Chenango,2017,Misdemeanor,0,3,2,12,15,32
Clinton,2017,Felony,1,12,30,23,16,82
Clinton,2017,Misdemeanor,0,15,25,49,50,139
Columbia,2017,Felony,5,2,20,14,16,57
Columbia,2017,Misdemeanor,0,11,4,16,16,47
Cortland,2017,Felony,2,19,15,9,8,53
Cortland,2017,Misdemeanor,0,20,40,44,61,165
Delaware,2017,Felony,1,22,9,9,5,46
Delaware,2017,Misdemeanor,0,7,2,5,18,32
Dutchess,2017,Felony,3,35,32,31,48,149
Dutchess,2017,Misdemeanor,0,47,139,147,147,480
Erie,2017,Felony,112,57,120,71,96,456
Erie,2017,Misdemeanor,0,55,117,162,188,522
Essex,2017,Felony,0,5,3,1,3,12
Essex,2017,Misdemeanor,0,4,7,13,27,51
Franklin,2017,Felony,1,18,7,9,12,47
Franklin,2017,Misdemeanor,0,18,23,30,37,108
Fulton,2017,Felony,0,2,12,12,14,40
Fulton,2017,Misdemeanor,0,9,5,18,50,82
Genesee,2017,Felony,12,13,18,18,15,76
Genesee,2017,Misdemeanor,0,22,43,43,64,172
Greene,2017,Felony,1,3,8,4,8,24
Greene,2017,Misdemeanor,0,11,14,14,13,52
Hamilton,2017,Felony,0,0,1,0,1,2
Hamilton,2017,Misdemeanor,0,0,2,1,6,9
Herkimer,2017,Felony,0,0,7,15,10,32
Herkimer,2017,Misdemeanor,0,9,10,17,30,66
Jefferson,2017,Felony,3,37,19,41,34,134
Jefferson,2017,Misdemeanor,0,13,20,67,88,188
Kings,2017,Felony,113,79,36,63,281,572
Kings,2017,Misdemeanor,0,63,66,48,278,455
Lewis,2017,Felony,2,8,5,2,4,21
Lewis,2017,Misdemeanor,0,3,10,5,17,35
Livingston,2017,Felony,3,13,35,14,31,96
Livingston,2017,Misdemeanor,0,26,25,20,44,115
Madison,2017,Felony,6,6,11,6,12,41
Madison,2017,Misdemeanor,0,10,11,36,27,84
Monroe,2017,Felony,161,50,183,50,169,613
Monroe,2017,Misdemeanor,0,141,423,290,375,1229
Montgomery,2017,Felony,1,13,14,17,7,52
Montgomery,2017,Misdemeanor,0,7,5,20,28,60
Nassau,2017,Felony,73,91,227,59,154,604
Nassau,2017,Misdemeanor,0,147,880,177,360,1564
New York,2017,Felony,189,378,30,192,273,1062
New York,2017,Misdemeanor,0,90,13,100,237,440
Niagara,2017,Felony,18,21,12,14,24,89
Niagara,2017,Misdemeanor,0,31,72,68,104,275
Oneida,2017,Felony,23,29,42,23,44,161
Oneida,2017,Misdemeanor,0,33,60,96,163,352
Onondaga,2017,Felony,51,69,62,74,100,356
Onondaga,2017,Misdemeanor,0,199,206,320,321,1046
Ontario,2017,Felony,26,5,59,30,45,165
Ontario,2017,Misdemeanor,0,20,60,103,78,261
Orange,2017,Felony,13,62,98,49,53,275
Orange,2017,Misdemeanor,0,60,177,92,132,461
Orleans,2017,Felony,1,2,4,1,3,11
Orleans,2017,Misdemeanor,0,4,16,11,18,49
Oswego,2017,Felony,6,22,15,21,37,101
Oswego,2017,Misdemeanor,0,37,59,59,69,224
Otsego,2017,Felony,1,11,8,12,5,37
Otsego,2017,Misdemeanor,0,2,2,14,13,31
Putnam,2017,Felony,3,5,8,4,3,23
Putnam,2017,Misdemeanor,0,18,36,9,21,84
Queens,2017,Felony,129,48,63,93,172,505
Queens,2017,Misdemeanor,0,43,86,113,163,405
Rensselaer,2017,Felony,1,16,33,11,21,82
Rensselaer,2017,Misdemeanor,0,5,22,45,53,125
Richmond,2017,Felony,20,31,7,17,44,119
Richmond,2017,Misdemeanor,0,24,39,34,78,175
Rockland,2017,Felony,14,15,27,42,46,144
Rockland,2017,Misdemeanor,0,18,62,43,41,164
St. Lawrence,2017,Felony,3,21,16,10,22,72
St. Lawrence,2017,Misdemeanor,0,12,14,20,37,83
Saratoga,2017,Felony,5,14,49,23,30,121
Saratoga,2017,Misdemeanor,0,21,49,56,84,210
Schenectady,2017,Felony,3,22,25,13,23,86
Schenectady,2017,Misdemeanor,0,9,19,61,54,143
Schoharie,2017,Felony,3,6,6,6,9,30
Schoharie,2017,Misdemeanor,0,3,4,15,11,33
Schuyler,2017,Felony,2,4,8,7,6,27
Schuyler,2017,Misdemeanor,0,3,5,4,10,22
Seneca,2017,Felony,2,6,21,6,5,40
Seneca,2017,Misdemeanor,0,10,11,17,15,53
Steuben,2017,Felony,5,10,37,17,35,104
Steuben,2017,Misdemeanor,0,23,29,38,71,161
Suffolk,2017,Felony,68,89,263,47,121,588
Suffolk,2017,Misdemeanor,0,98,621,303,337,1359
Sullivan,2017,Felony,8,5,15,28,18,74
Sullivan,2017,Misdemeanor,0,10,14,27,38,89
Tioga,2017,Felony,3,3,11,3,3,23
Tioga,2017,Misdemeanor,0,3,16,14,12,45
Tompkins,2017,Felony,3,3,12,11,10,39
Tompkins,2017,Misdemeanor,0,11,35,37,53,136
Ulster,2017,Felony,2,12,39,9,18,80
Ulster,2017,Misdemeanor,0,47,44,88,123,302
Warren,2017,Felony,9,17,14,14,16,70
Warren,2017,Misdemeanor,0,15,34,47,77,173
Washington,2017,Felony,3,7,8,7,13,38
Washington,2017,Misdemeanor,0,7,17,16,32,72
Wayne,2017,Felony,8,6,30,10,17,71
Wayne,2017,Misdemeanor,0,6,14,30,31,81
Westchester,2017,Felony,65,38,103,68,159,433
Westchester,2017,Misdemeanor,0,155,248,345,500,1248
Wyoming,2017,Felony,3,13,4,8,16,44
Wyoming,2017,Misdemeanor,0,8,15,15,21,59
Yates,2017,Felony,0,7,4,4,8,23
Yates,2017,Misdemeanor,0,7,4,9,18,38
Unknown,2017,Misdemeanor,0,0,0,0,0,0
Albany,2018,Felony,15,48,86,30,89,268
Albany,2018,Misdemeanor,0,39,115,90,195,439
Allegany,2018,Felony,3,16,8,6,9,42
Allegany,2018,Misdemeanor,0,8,8,11,39,66
Bronx,2018,Felony,124,54,19,30,115,342
Bronx,2018,Misdemeanor,0,57,48,71,230,406
Broome,2018,Felony,33,32,22,23,75,185
Broome,2018,Misdemeanor,0,89,16,116,115,336
Cattaraugus,2018,Felony,0,18,28,12,17,75
Cattaraugus,2018,Misdemeanor,0,20,31,48,39,138
Cayuga,2018,Felony,4,8,7,8,21,48
Cayuga,2018,Misdemeanor,0,14,25,41,64,144
Chautauqua,2018,Felony,9,33,12,14,16,84
Chautauqua,2018,Misdemeanor,0,56,31,63,142,292
Chemung,2018,Felony,8,12,21,17,22,80
Chemung,2018,Misdemeanor,0,31,15,39,34,119
Chenango,2018,Felony,5,10,6,6,8,35
Chenango,2018,Misdemeanor,0,12,10,13,23,58
Clinton,2018,Felony,6,14,33,16,25,94
Clinton,2018,Misdemeanor,0,12,43,42,72,169
Columbia,2018,Felony,5,8,15,13,8,49
Columbia,2018,Misdemeanor,0,5,2,8,11,26
Cortland,2018,Felony,0,7,7,10,10,34
Cortland,2018,Misdemeanor,0,25,35,52,52,164
Delaware,2018,Felony,3,13,1,6,3,26
Delaware,2018,Misdemeanor,0,1,9,9,17,36
Dutchess,2018,Felony,3,30,31,20,43,127
Dutchess,2018,Misdemeanor,0,54,141,96,137,428
Erie,2018,Felony,131,64,87,71,105,458
Erie,2018,Misdemeanor,0,37,95,162,221,515
Essex,2018,Felony,0,0,5,1,5,11
Essex,2018,Misdemeanor,0,6,4,14,16,40
Franklin,2018,Felony,6,16,11,5,9,47
Franklin,2018,Misdemeanor,0,11,18,24,45,98
Fulton,2018,Felony,0,4,4,9,22,39
Fulton,2018,Misdemeanor,0,15,15,35,54,119
Genesee,2018,Felony,13,8,21,28,30,100
Genesee,2018,Misdemeanor,0,20,51,40,50,161
Greene,2018,Felony,2,7,11,11,7,38
Greene,2018,Misdemeanor,0,8,15,10,22,55
Hamilton,2018,Felony,1,2,1,0,0,4
Hamilton,2018,Misdemeanor,0,0,4,0,2,6
Herkimer,2018,Felony,4,2,8,6,6,26
Herkimer,2018,Misdemeanor,0,2,10,16,30,58
Jefferson,2018,Felony,13,45,15,23,53,149
Jefferson,2018,Misdemeanor,0,16,21,88,82,207
Kings,2018,Felony,98,37,25,31,199,390
Kings,2018,Misdemeanor,0,65,43,58,214,380
Lewis,2018,Felony,1,7,7,5,2,22
Lewis,2018,Misdemeanor,0,12,11,11,13,47
Livingston,2018,Felony,3,8,31,17,23,82
Livingston,2018,Misdemeanor,0,17,29,14,41,101
Madison,2018,Felony,14,4,5,11,14,48
Madison,2018,Misdemeanor,0,12,22,25,40,99
Monroe,2018,Felony,145,31,167,50,98,491
Monroe,2018,Misdemeanor,0,146,417,350,338,1251
Montgomery,2018,Felony,1,3,14,20,20,58
Montgomery,2018,Misdemeanor,0,15,5,34,43,97
Nassau,2018,Felony,57,69,214,38,156,534
Nassau,2018,Misdemeanor,0,174,762,194,381,1511
New York,2018,Felony,131,288,28,165,195,807
New York,2018,Misdemeanor,0,58,14,104,184,360
Niagara,2018,Felony,15,20,14,7,21,77
Niagara,2018,Misdemeanor,0,32,76,60,115,283
Oneida,2018,Felony,18,23,29,24,40,134
Oneida,2018,Misdemeanor,0,32,53,83,141,309
Onondaga,2018,Felony,45,64,62,81,92,344
Onondaga,2018,Misdemeanor,0,204,209,242,291,946
Ontario,2018,Felony,15,30,56,37,40,178
Ontario,2018,Misdemeanor,0,32,36,87,78,233
Orange,2018,Felony,11,54,82,35,40,222
Orange,2018,Misdemeanor,0,36,155,69,96,356
Orleans,2018,Felony,0,5,5,4,7,21
Orleans,2018,Misdemeanor,0,2,17,16,10,45
Oswego,2018,Felony,9,9,15,12,24,69
Oswego,2018,Misdemeanor,0,28,49,78,61,216
Otsego,2018,Felony,2,10,7,6,8,33
Otsego,2018,Misdemeanor,0,9,4,22,13,48
Putnam,2018,Felony,2,6,15,0,6,29
Putnam,2018,Misdemeanor,0,14,23,9,18,64
Queens,2018,Felony,140,42,60,72,160,474
Queens,2018,Misdemeanor,0,26,83,96,165,370
Rensselaer,2018,Felony,1,31,13,8,19,72
Rensselaer,2018,Misdemeanor,0,15,25,33,48,121
Richmond,2018,Felony,28,41,5,20,39,133
Richmond,2018,Misdemeanor,0,16,40,78,97,231
Rockland,2018,Felony,13,17,32,57,45,164
Rockland,2018,Misdemeanor,0,19,50,34,33,136
St. Lawrence,2018,Felony,3,17,16,9,9,54
St. Lawrence,2018,Misdemeanor,0,9,9,21,30,69
Saratoga,2018,Felony,4,11,46,32,40,133
Saratoga,2018,Misdemeanor,0,20,59,67,97,243
Schenectady,2018,Felony,9,23,21,22,14,89
Schenectady,2018,Misdemeanor,0,13,16,76,60,165
Schoharie,2018,Felony,1,4,8,1,2,16
Schoharie,2018,Misdemeanor,0,3,3,8,12,26
Schuyler,2018,Felony,1,3,11,1,4,20
Schuyler,2018,Misdemeanor,0,1,8,5,11,25
Seneca,2018,Felony,2,9,19,17,13,60
Seneca,2018,Misdemeanor,0,11,7,20,33,71
Steuben,2018,Felony,4,24,22,33,30,113
Steuben,2018,Misdemeanor,0,22,22,44,66,154
Suffolk,2018,Felony,42,85,189,61,103,480
Suffolk,2018,Misdemeanor,0,92,500,287,293,1172
Sullivan,2018,Felony,7,6,44,19,13,89
Sullivan,2018,Misdemeanor,0,11,26,29,42,108
Tioga,2018,Felony,4,20,2,3,5,34
Tioga,2018,Misdemeanor,0,10,6,26,18,60
Tompkins,2018,Felony,9,5,19,9,12,54
Tompkins,2018,Misdemeanor,0,19,31,44,44,138
Ulster,2018,Felony,2,7,45,7,21,82
Ulster,2018,Misdemeanor,0,46,45,87,125,303
Warren,2018,Felony,4,25,13,24,23,89
Warren,2018,Misdemeanor,0,26,27,54,78,185
Washington,2018,Felony,3,2,9,7,17,38
Washington,2018,Misdemeanor,0,10,17,23,18,68
Wayne,2018,Felony,7,3,29,6,9,54
Wayne,2018,Misdemeanor,0,7,19,29,44,99
Westchester,2018,Felony,68,32,125,77,135,437
Westchester,2018,Misdemeanor,0,142,242,269,412,1065
Wyoming,2018,Felony,2,3,10,4,14,33
Wyoming,2018,Misdemeanor,0,15,22,12,19,68
Yates,2018,Felony,1,7,11,8,8,35
Yates,2018,Misdemeanor,0,4,5,7,11,27
Unknown,2018,Misdemeanor,0,0,0,0,0,0
Albany,2019,Felony,12,39,51,17,69,188
Albany,2019,Misdemeanor,0,23,133,109,143,408
Allegany,2019,Felony,3,7,4,6,8,28
Allegany,2019,Misdemeanor,0,8,7,17,35,67
Bronx,2019,Felony,105,48,14,16,114,297
Bronx,2019,Misdemeanor,0,48,61,75,239,423
Broome,2019,Felony,33,43,27,27,52,182
Broome,2019,Misdemeanor,0,84,31,80,112,307
Cattaraugus,2019,Felony,1,20,20,7,22,70
Cattaraugus,2019,Misdemeanor,0,16,11,28,38,93
Cayuga,2019,Felony,4,14,13,4,10,45
Cayuga,2019,Misdemeanor,0,17,25,51,83,176
Chautauqua,2019,Felony,8,14,8,13,22,65
Chautauqua,2019,Misdemeanor,0,43,21,104,132,300
Chemung,2019,Felony,8,9,26,19,19,81
Chemung,2019,Misdemeanor,0,22,7,24,23,76
Chenango,2019,Felony,7,7,5,7,5,31
Chenango,2019,Misdemeanor,0,10,14,23,35,82
Clinton,2019,Felony,4,27,36,17,25,109
Clinton,2019,Misdemeanor,0,15,25,41,52,133
Columbia,2019,Felony,2,14,11,8,11,46
Columbia,2019,Misdemeanor,0,9,5,5,20,39
Cortland,2019,Felony,1,8,7,5,11,32
Cortland,2019,Misdemeanor,0,27,40,44,65,176
Delaware,2019,Felony,2,16,8,0,7,33
Delaware,2019,Misdemeanor,0,5,6,5,12,28
Dutchess,2019,Felony,6,21,49,25,39,140
Dutchess,2019,Misdemeanor,0,42,184,99,98,423
Erie,2019,Felony,173,46,93,51,98,461
Erie,2019,Misdemeanor,0,56,88,160,209,513
Essex,2019,Felony,0,4,8,1,3,16
Essex,2019,Misdemeanor,0,9,18,14,19,60
Franklin,2019,Felony,2,11,9,11,8,41
Franklin,2019,Misdemeanor,0,7,10,19,34,70
Fulton,2019,Felony,0,3,6,9,11,29
Fulton,2019,Misdemeanor,0,14,13,20,36,83
Genesee,2019,Felony,9,8,39,15,30,101
Genesee,2019,Misdemeanor,0,15,42,55,50,162
Greene,2019,Felony,0,8,8,6,8,30
Greene,2019,Misdemeanor,0,9,11,16,19,55
Hamilton,2019,Felony,0,1,2,1,1,5
Hamilton,2019,Misdemeanor,0,1,0,1,3,5
Herkimer,2019,Felony,4,0,16,10,13,43
Herkimer,2019,Misdemeanor,0,4,7,17,17,45
Jefferson,2019,Felony,15,36,17,16,24,108
Jefferson,2019,Misdemeanor,0,6,18,70,58,152
Kings,2019,Felony,80,35,26,44,161,346
Kings,2019,Misdemeanor,0,31,40,50,176,297
Lewis,2019,Felony,1,5,4,1,5,16
Lewis,2019,Misdemeanor,0,6,9,4,5,24
Livingston,2019,Felony,5,18,23,5,28,79
Livingston,2019,Misdemeanor,0,20,33,17,28,98
Madison,2019,Felony,4,5,11,8,4,32
Madison,2019,Misdemeanor,0,15,10,28,30,83
Monroe,2019,Felony,140,44,167,31,70,452
Monroe,2019,Misdemeanor,0,96,390,247,294,1027
Montgomery,2019,Felony,1,6,17,16,26,66
Montgomery,2019,Misdemeanor,0,9,6,26,38,79
Nassau,2019,Felony,39,63,212,50,162,526
Nassau,2019,Misdemeanor,0,268,739,252,475,1734
New York,2019,Felony,130,250,22,193,204,799
New York,2019,Misdemeanor,0,42,14,98,128,282
Niagara,2019,Felony,11,9,22,4,20,66
Niagara,2019,Misdemeanor,0,29,62,73,75,239
Oneida,2019,Felony,8,8,19,14,34,83
Oneida,2019,Misdemeanor,0,33,55,76,117,281
Onondaga,2019,Felony,57,76,51,60,112,356
Onondaga,2019,Misdemeanor,0,111,171,166,242,690
Ontario,2019,Felony,8,16,29,29,38,120
Ontario,2019,Misdemeanor,0,27,34,76,85,222
Orange,2019,Felony,21,53,102,40,57,273
Orange,2019,Misdemeanor,0,35,173,66,60,334
Orleans,2019,Felony,2,9,4,7,3,25
Orleans,2019,Misdemeanor,0,1,10,13,22,46
Oswego,2019,Felony,2,13,11,11,20,57
Oswego,2019,Misdemeanor,0,28,38,77,61,204
Otsego,2019,Felony,0,6,9,8,5,28
Otsego,2019,Misdemeanor,0,2,2,5,12,21
Putnam,2019,Felony,3,3,14,4,3,27
Putnam,2019,Misdemeanor,0,23,18,13,16,70
Queens,2019,Felony,93,28,58,62,103,344
Queens,2019,Misdemeanor,0,42,64,75,152,333
Rensselaer,2019,Felony,3,24,15,8,21,71
Rensselaer,2019,Misdemeanor,0,10,15,41,56,122
Richmond,2019,Felony,17,34,14,24,57,146
Richmond,2019,Misdemeanor,0,16,18,34,76,144
Rockland,2019,Felony,12,8,35,32,41,128
