County,Year,Conviction,Violent Felony Offenses (VFO),Drugs,DWI,Property,Other,Total
Bronx,1982,Felony,372,300,0,115,268,1055
Bronx,1982,Misdemeanor,0,41,10,400,155,606
Broome,1982,Felony,27,9,36,56,15,143
Broome,1982,Misdemeanor,0,6,8,57,36,107
Cattaraugus,1982,Felony,2,2,8,26,1,39
Cattaraugus,1982,Misdemeanor,0,0,2,17,2,21
Cayuga,1982,Felony,2,4,0,12,2,20
Cayuga,1982,Misdemeanor,0,1,3,13,9,26
Chautauqua,1982,Felony,5,6,2,24,6,43
Chautauqua,1982,Misdemeanor,0,2,6,75,33,116
Chemung,1982,Felony,26,3,19,43,37,128
Chemung,1982,Misdemeanor,0,0,42,44,32,118
Chenango,1982,Felony,2,0,3,1,0,6
Chenango,1982,Misdemeanor,0,2,2,38,21,63
Clinton,1982,Felony,6,17,23,25,5,76
Clinton,1982,Misdemeanor,0,1,6,31,7,45
Columbia,1982,Felony,1,5,3,4,2,15
Columbia,1982,Misdemeanor,0,4,3,38,13,58
Cortland,1982,Felony,1,0,11,6,7,25
Cortland,1982,Misdemeanor,0,2,6,35,27,70
Delaware,1982,Felony,9,2,0,3,5,19
Delaware,1982,Misdemeanor,0,1,4,33,13,51
Dutchess,1982,Felony,4,8,13,29,4,58
Dutchess,1982,Misdemeanor,0,12,55,139,53,259
Erie,1982,Felony,52,19,59,59,29,218
Erie,1982,Misdemeanor,0,69,181,696,461,1407
Essex,1982,Felony,1,2,1,13,1,18
Essex,1982,Misdemeanor,0,0,4,7,5,16
Franklin,1982,Felony,1,3,0,4,3,11
Franklin,1982,Misdemeanor,0,1,3,29,11,44
Fulton,1982,Felony,3,0,3,3,2,11
Fulton,1982,Misdemeanor,0,3,2,42,12,59
Genesee,1982,Felony,1,5,12,7,7,32
Genesee,1982,Misdemeanor,0,3,33,59,39,134
Greene,1982,Felony,2,1,1,4,4,12
Greene,1982,Misdemeanor,0,3,0,16,6,25
Hamilton,1982,Felony,0,0,1,3,2,6
Hamilton,1982,Misdemeanor,0,0,0,3,0,3
Herkimer,1982,Felony,0,1,3,2,0,6
Herkimer,1982,Misdemeanor,0,1,5,21,7,34
Jefferson,1982,Felony,23,6,16,29,5,79
Jefferson,1982,Misdemeanor,0,10,16,52,33,111
Kings,1982,Felony,607,221,1,172,459,1460
Kings,1982,Misdemeanor,0,73,8,1282,448,1811
Lewis,1982,Felony,0,0,1,6,2,9
Lewis,1982,Misdemeanor,0,2,6,16,3,27
Livingston,1982,Felony,12,0,12,21,5,50
Livingston,1982,Misdemeanor,0,2,9,45,34,90
Madison,1982,Felony,2,4,11,19,3,39
Madison,1982,Misdemeanor,0,2,14,19,14,49
Monroe,1982,Felony,18,16,156,112,44,346
Monroe,1982,Misdemeanor,0,16,130,477,198,821
Montgomery,1982,Felony,0,1,6,12,1,20
Montgomery,1982,Misdemeanor,0,1,4,12,8,25
Nassau,1982,Felony,203,118,23,156,67,567
Nassau,1982,Misdemeanor,0,133,420,1091,475,2119
New York,1982,Felony,680,375,0,330,418,1803
New York,1982,Misdemeanor,0,495,12,1215,368,2090
Niagara,1982,Felony,4,0,3,14,7,28
Niagara,1982,Misdemeanor,0,9,41,152,70,272
Oneida,1982,Felony,39,10,42,42,13,146
Oneida,1982,Misdemeanor,0,11,21,114,62,208
Onondaga,1982,Felony,51,58,42,154,68,373
Onondaga,1982,Misdemeanor,0,20,116,158,122,416
Ontario,1982,Felony,11,3,38,29,7,88
Ontario,1982,Misdemeanor,0,2,8,42,18,70
Orange,1982,Felony,28,18,20,39,19,124
Orange,1982,Misdemeanor,0,14,70,161,77,322
Orleans,1982,Felony,4,5,5,18,6,38
Orleans,1982,Misdemeanor,0,1,2,23,14,40
Oswego,1982,Felony,7,2,11,25,1,46
Oswego,1982,Misdemeanor,0,2,11,35,21,69
Otsego,1982,Felony,15,6,8,17,13,59
Otsego,1982,Misdemeanor,0,2,5,17,13,37
Putnam,1982,Felony,2,3,4,2,4,15
Putnam,1982,Misdemeanor,0,2,11,15,2,30
Queens,1982,Felony,233,94,2,174,178,681
Queens,1982,Misdemeanor,0,96,13,601,272,982
Rensselaer,1982,Felony,6,6,17,22,12,63
Rensselaer,1982,Misdemeanor,0,6,18,102,47,173
Richmond,1982,Felony,59,5,0,41,21,126
Richmond,1982,Misdemeanor,0,10,1,128,45,184
Rockland,1982,Felony,9,24,28,62,12,135
Rockland,1982,Misdemeanor,0,7,8,61,32,108
St. Lawrence,1982,Felony,6,11,11,6,2,36
St. Lawrence,1982,Misdemeanor,0,5,20,47,29,101
Saratoga,1982,Felony,4,0,4,2,4,14
Saratoga,1982,Misdemeanor,0,0,6,37,19,62
Schenectady,1982,Felony,20,2,10,20,4,56
Schenectady,1982,Misdemeanor,0,3,14,75,45,137
Schoharie,1982,Felony,3,6,0,4,1,14
Schoharie,1982,Misdemeanor,0,1,1,10,7,19
Schuyler,1982,Felony,0,0,5,2,0,7
Schuyler,1982,Misdemeanor,0,0,2,20,15,37
Seneca,1982,Felony,0,0,15,3,0,18
Seneca,1982,Misdemeanor,0,2,2,10,2,16
Steuben,1982,Felony,5,0,5,13,2,25
Steuben,1982,Misdemeanor,0,2,4,55,26,87
Suffolk,1982,Felony,231,112,94,243,100,780
Suffolk,1982,Misdemeanor,0,58,981,663,369,2071
Sullivan,1982,Felony,7,11,31,33,4,86
Sullivan,1982,Misdemeanor,0,2,33,58,30,123
Tioga,1982,Felony,8,2,5,22,4,41
Tioga,1982,Misdemeanor,0,2,5,13,13,33
Tompkins,1982,Felony,8,6,9,11,3,37
Tompkins,1982,Misdemeanor,0,0,6,33,12,51
Ulster,1982,Felony,7,7,12,62,4,92
Ulster,1982,Misdemeanor,0,1,8,37,25,71
Warren,1982,Felony,0,1,2,4,2,9
Warren,1982,Misdemeanor,0,7,9,35,18,69
Washington,1982,Felony,2,3,0,4,1,10
Washington,1982,Misdemeanor,0,2,13,18,11,44
Wayne,1982,Felony,6,1,15,16,4,42
Wayne,1982,Misdemeanor,0,6,11,31,6,54
Westchester,1982,Felony,120,32,112,106,72,442
Westchester,1982,Misdemeanor,0,118,29,499,276,922
Wyoming,1982,Felony,0,0,4,3,0,7
Wyoming,1982,Misdemeanor,0,1,2,11,7,21
Yates,1982,Felony,3,0,0,4,1,8
Yates,1982,Misdemeanor,0,0,1,6,4,11
Unknown,1982,Misdemeanor,0,0,0,1,0,1
Albany,1983,Felony,16,23,35,24,21,119
Albany,1983,Misdemeanor,0,37,86,309,252,684
Allegany,1983,Felony,0,0,5,11,5,21
Allegany,1983,Misdemeanor,0,0,1,28,17,46
Bronx,1983,Felony,493,402,0,139,406,1440
Bronx,1983,Misdemeanor,0,61,16,363,291,731
Broome,1983,Felony,32,10,26,37,20,125
Broome,1983,Misdemeanor,0,2,30,87,55,174
Cattaraugus,1983,Felony,3,5,18,17,7,50
Cattaraugus,1983,Misdemeanor,0,1,2,13,4,20
Cayuga,1983,Felony,0,0,1,23,3,27
Cayuga,1983,Misdemeanor,0,1,3,15,13,32
Chautauqua,1983,Felony,8,5,7,14,6,40
Chautauqua,1983,Misdemeanor,0,2,5,81,34,122
Chemung,1983,Felony,26,11,31,53,25,146
Chemung,1983,Misdemeanor,0,3,32,63,19,117
Chenango,1983,Felony,0,0,3,0,4,7
Chenango,1983,Misdemeanor,0,1,6,35,27,69
Clinton,1983,Felony,3,3,16,22,6,50
Clinton,1983,Misdemeanor,0,0,7,52,13,72
Columbia,1983,Felony,2,1,6,4,3,16
Columbia,1983,Misdemeanor,0,8,6,45,22,81
Cortland,1983,Felony,7,2,13,22,8,52
Cortland,1983,Misdemeanor,0,0,7,42,24,73
Delaware,1983,Felony,5,1,0,7,3,16
Delaware,1983,Misdemeanor,0,1,6,16,13,36
Dutchess,1983,Felony,7,22,28,70,16,143
Dutchess,1983,Misdemeanor,0,13,47,158,62,280
Erie,1983,Felony,68,29,111,92,58,358
Erie,1983,Misdemeanor,0,101,223,728,476,1528
Essex,1983,Felony,0,2,4,18,1,25
Essex,1983,Misdemeanor,0,1,4,12,7,24
Franklin,1983,Felony,7,0,3,9,1,20
Franklin,1983,Misdemeanor,0,0,3,37,19,59
Fulton,1983,Felony,5,1,1,8,2,17
Fulton,1983,Misdemeanor,0,0,5,44,22,71
Genesee,1983,Felony,13,6,13,18,3,53
Genesee,1983,Misdemeanor,0,5,46,41,38,130
Greene,1983,Felony,2,3,4,5,3,17
Greene,1983,Misdemeanor,0,0,2,45,18,65
Hamilton,1983,Felony,0,0,1,3,0,4
Hamilton,1983,Misdemeanor,0,2,0,2,0,4
Herkimer,1983,Felony,3,0,2,6,1,12
Herkimer,1983,Misdemeanor,0,1,3,26,13,43
Jefferson,1983,Felony,15,7,16,27,16,81
Jefferson,1983,Misdemeanor,0,5,18,42,32,97
Kings,1983,Felony,892,357,3,299,595,2146
Kings,1983,Misdemeanor,0,69,13,1233,553,1868
Lewis,1983,Felony,0,0,2,1,2,5
Lewis,1983,Misdemeanor,0,0,2,11,6,19
Livingston,1983,Felony,18,0,19,19,6,62
Livingston,1983,Misdemeanor,0,1,18,24,30,73
Madison,1983,Felony,9,2,21,35,7,74
Madison,1983,Misdemeanor,0,1,21,37,15,74
Monroe,1983,Felony,33,26,146,121,48,374
Monroe,1983,Misdemeanor,0,31,166,512,192,901
Montgomery,1983,Felony,1,1,16,17,5,40
Montgomery,1983,Misdemeanor,0,7,5,14,6,32
Nassau,1983,Felony,168,112,86,134,70,570
Nassau,1983,Misdemeanor,0,128,470,954,487,2039
New York,1983,Felony,775,543,0,426,436,2180
New York,1983,Misdemeanor,0,663,13,1206,401,2283
Niagara,1983,Felony,8,4,7,22,9,50
Niagara,1983,Misdemeanor,0,8,56,162,72,298
Oneida,1983,Felony,35,10,67,54,24,190
Oneida,1983,Misdemeanor,0,7,15,129,81,232
Onondaga,1983,Felony,63,45,48,170,77,403
Onondaga,1983,Misdemeanor,0,10,243,120,120,493
Ontario,1983,Felony,11,1,44,26,9,91
Ontario,1983,Misdemeanor,0,3,14,50,24,91
Orange,1983,Felony,25,19,13,37,21,115
Orange,1983,Misdemeanor,0,15,90,187,76,368
Orleans,1983,Felony,10,0,15,14,9,48
Orleans,1983,Misdemeanor,0,4,9,19,15,47
Oswego,1983,Felony,18,8,9,57,7,99
Oswego,1983,Misdemeanor,0,1,17,30,22,70
Otsego,1983,Felony,6,3,15,18,4,46
Otsego,1983,Misdemeanor,0,0,8,18,6,32
Putnam,1983,Felony,0,5,0,2,1,8
Putnam,1983,Misdemeanor,0,4,15,20,12,51
Queens,1983,Felony,334,195,6,263,266,1064
Queens,1983,Misdemeanor,0,92,43,598,310,1043
Rensselaer,1983,Felony,1,3,16,12,2,34
Rensselaer,1983,Misdemeanor,0,6,22,79,40,147
Richmond,1983,Felony,38,20,3,26,35,122
Richmond,1983,Misdemeanor,0,9,5,131,48,193
Rockland,1983,Felony,26,33,34,63,28,184
Rockland,1983,Misdemeanor,0,10,14,47,39,110
St. Lawrence,1983,Felony,6,5,13,19,8,51
St. Lawrence,1983,Misdemeanor,0,2,33,49,24,108
Saratoga,1983,Felony,1,10,4,5,3,23
Saratoga,1983,Misdemeanor,0,5,19,51,18,93
Schenectady,1983,Felony,23,3,9,30,15,80
Schenectady,1983,Misdemeanor,0,6,27,78,56,167
Schoharie,1983,Felony,1,0,4,5,0,10
Schoharie,1983,Misdemeanor,0,0,1,18,12,31
Schuyler,1983,Felony,0,0,6,2,0,8
Schuyler,1983,Misdemeanor,0,1,13,24,23,61
Seneca,1983,Felony,1,2,13,4,2,22
Seneca,1983,Misdemeanor,0,0,11,16,3,30
Steuben,1983,Felony,3,3,20,23,2,51
Steuben,1983,Misdemeanor,0,2,11,45,33,91
Suffolk,1983,Felony,260,112,108,205,96,781
Suffolk,1983,Misdemeanor,0,67,827,607,349,1850
Sullivan,1983,Felony,5,9,41,40,8,103
Sullivan,1983,Misdemeanor,0,2,40,59,30,131
Tioga,1983,Felony,8,3,9,14,2,36
Tioga,1983,Misdemeanor,0,6,4,17,8,35
Tompkins,1983,Felony,15,2,20,22,7,66
Tompkins,1983,Misdemeanor,0,2,19,27,17,65
Ulster,1983,Felony,15,5,19,51,9,99
Ulster,1983,Misdemeanor,0,7,10,37,27,81
Warren,1983,Felony,4,0,6,6,0,16
Warren,1983,Misdemeanor,0,6,4,29,16,55
Washington,1983,Felony,2,0,16,2,7,27
Washington,1983,Misdemeanor,0,0,14,30,10,54
Wayne,1983,Felony,14,3,29,28,2,76
Wayne,1983,Misdemeanor,0,0,22,27,24,73
Westchester,1983,Felony,131,47,123,142,73,516
Westchester,1983,Misdemeanor,0,131,24,423,269,847
Wyoming,1983,Felony,2,2,4,4,2,14
Wyoming,1983,Misdemeanor,0,5,4,15,11,35
Yates,1983,Felony,1,1,3,7,2,14
Yates,1983,Misdemeanor,0,0,1,11,7,19
Unknown,1983,Misdemeanor,0,0,0,0,0,0
Albany,1984,Felony,13,8,15,19,13,68
Albany,1984,Misdemeanor,0,47,67,316,242,672
Allegany,1984,Felony,2,0,12,13,3,30
Allegany,1984,Misdemeanor,0,5,12,29,7,53
Bronx,1984,Felony,518,283,5,140,317,1263
Bronx,1984,Misdemeanor,0,94,19,477,334,924
Broome,1984,Felony,34,12,36,50,34,166
Broome,1984,Misdemeanor,0,5,26,96,68,195
Cattaraugus,1984,Felony,4,4,13,20,7,48
Cattaraugus,1984,Misdemeanor,0,0,3,12,9,24
Cayuga,1984,Felony,0,0,4,3,3,10
Cayuga,1984,Misdemeanor,0,0,7,25,16,48
Chautauqua,1984,Felony,7,2,5,15,12,41
Chautauqua,1984,Misdemeanor,0,1,8,71,55,135
Chemung,1984,Felony,27,4,27,37,13,108
Chemung,1984,Misdemeanor,0,3,21,62,44,130
Chenango,1984,Felony,1,0,5,2,0,8
Chenango,1984,Misdemeanor,0,1,21,23,27,72
Clinton,1984,Felony,8,3,11,24,4,50
Clinton,1984,Misdemeanor,0,3,17,38,25,83
Columbia,1984,Felony,0,2,8,0,1,11
Columbia,1984,Misdemeanor,0,2,3,31,23,59
Cortland,1984,Felony,11,1,13,11,10,46
Cortland,1984,Misdemeanor,0,2,12,36,22,72
Delaware,1984,Felony,5,3,0,7,1,16
Delaware,1984,Misdemeanor,0,0,3,30,10,43
Dutchess,1984,Felony,10,10,53,77,16,166
Dutchess,1984,Misdemeanor,0,12,76,144,58,290
Erie,1984,Felony,54,28,126,85,66,359
Erie,1984,Misdemeanor,0,81,227,599,461,1368
Essex,1984,Felony,1,1,0,11,2,15
Essex,1984,Misdemeanor,0,0,3,13,5,21
Franklin,1984,Felony,9,0,2,10,3,24
Franklin,1984,Misdemeanor,0,3,5,27,15,50
Fulton,1984,Felony,10,11,10,11,1,43
Fulton,1984,Misdemeanor,0,15,7,26,20,68
Genesee,1984,Felony,8,3,10,18,3,42
Genesee,1984,Misdemeanor,0,3,35,38,27,103
Greene,1984,Felony,3,4,2,8,2,19
Greene,1984,Misdemeanor,0,0,5,32,5,42
Hamilton,1984,Felony,0,0,0,0,0,0
Hamilton,1984,Misdemeanor,0,1,0,0,1,2
Herkimer,1984,Felony,1,2,2,9,1,15
Herkimer,1984,Misdemeanor,0,0,3,22,11,36
Jefferson,1984,Felony,21,3,12,20,12,68
Jefferson,1984,Misdemeanor,0,1,23,48,26,98
Kings,1984,Felony,752,337,5,301,589,1984
Kings,1984,Misdemeanor,0,82,28,1162,589,1861
Lewis,1984,Felony,0,0,2,3,3,8
Lewis,1984,Misdemeanor,0,0,7,5,2,14
Livingston,1984,Felony,6,3,17,23,6,55
Livingston,1984,Misdemeanor,0,0,26,19,29,74
Madison,1984,Felony,7,1,26,36,5,75
Madison,1984,Misdemeanor,0,0,12,32,14,58
Monroe,1984,Felony,54,35,101,111,73,374
Monroe,1984,Misdemeanor,0,18,236,351,219,824
Montgomery,1984,Felony,1,2,24,41,6,74
Montgomery,1984,Misdemeanor,0,3,12,19,14,48
Nassau,1984,Felony,179,121,95,134,72,601
Nassau,1984,Misdemeanor,0,123,519,899,500,2041
New York,1984,Felony,702,595,4,484,477,2262
New York,1984,Misdemeanor,0,558,30,1054,406,2048
Niagara,1984,Felony,4,5,8,29,12,58
Niagara,1984,Misdemeanor,0,3,58,136,77,274
Oneida,1984,Felony,42,6,54,52,18,172
Oneida,1984,Misdemeanor,0,16,21,110,73,220
Onondaga,1984,Felony,77,60,35,161,72,405
Onondaga,1984,Misdemeanor,0,22,178,106,108,414
Ontario,1984,Felony,15,0,42,41,11,109
Ontario,1984,Misdemeanor,0,0,12,27,16,55
Orange,1984,Felony,34,34,49,72,26,215
Orange,1984,Misdemeanor,0,16,107,161,91,375
Orleans,1984,Felony,7,1,21,17,9,55
Orleans,1984,Misdemeanor,0,4,10,23,15,52
Oswego,1984,Felony,13,3,12,26,9,63
Oswego,1984,Misdemeanor,0,0,25,39,30,94
Otsego,1984,Felony,2,2,9,16,3,32
Otsego,1984,Misdemeanor,0,2,3,26,16,47
Putnam,1984,Felony,0,13,15,5,3,36
Putnam,1984,Misdemeanor,0,12,14,20,15,61
Queens,1984,Felony,390,238,49,339,308,1324
Queens,1984,Misdemeanor,0,109,35,478,251,873
Rensselaer,1984,Felony,18,4,5,17,6,50
Rensselaer,1984,Misdemeanor,0,8,44,87,47,186
Richmond,1984,Felony,31,8,1,22,30,92
Richmond,1984,Misdemeanor,0,7,3,92,40,142
Rockland,1984,Felony,15,54,75,84,28,256
Rockland,1984,Misdemeanor,0,11,30,56,42,139
St. Lawrence,1984,Felony,5,2,15,13,4,39
St. Lawrence,1984,Misdemeanor,0,1,23,24,13,61
Saratoga,1984,Felony,3,10,10,5,2,30
Saratoga,1984,Misdemeanor,0,8,9,55,34,106
Schenectady,1984,Felony,17,7,19,44,9,96
Schenectady,1984,Misdemeanor,0,7,20,59,35,121
Schoharie,1984,Felony,3,1,4,3,2,13
Schoharie,1984,Misdemeanor,0,1,0,17,11,29
Schuyler,1984,Felony,2,0,2,1,3,8
Schuyler,1984,Misdemeanor,0,1,15,14,13,43
Seneca,1984,Felony,2,1,19,0,0,22
Seneca,1984,Misdemeanor,0,0,2,13,7,22
Steuben,1984,Felony,14,2,21,17,3,57
Steuben,1984,Misdemeanor,0,0,19,43,25,87
Suffolk,1984,Felony,237,164,98,223,104,826
Suffolk,1984,Misdemeanor,0,84,899,573,349,1905
Sullivan,1984,Felony,8,7,48,53,7,123
Sullivan,1984,Misdemeanor,0,9,40,51,32,132
Tioga,1984,Felony,5,0,13,7,4,29
Tioga,1984,Misdemeanor,0,0,2,17,13,32
Tompkins,1984,Felony,5,3,13,18,10,49
Tompkins,1984,Misdemeanor,0,1,8,29,25,63
Ulster,1984,Felony,15,3,47,21,8,94
Ulster,1984,Misdemeanor,0,4,11,47,28,90
Warren,1984,Felony,1,0,2,2,4,9
Warren,1984,Misdemeanor,0,6,6,24,20,56
Washington,1984,Felony,1,0,16,2,1,20
Washington,1984,Misdemeanor,0,1,4,17,6,28
Wayne,1984,Felony,13,9,50,28,8,108
Wayne,1984,Misdemeanor,0,1,30,30,14,75
Westchester,1984,Felony,181,75,110,138,93,597
Westchester,1984,Misdemeanor,0,98,42,378,249,767
Wyoming,1984,Felony,1,0,4,3,3,11
Wyoming,1984,Misdemeanor,0,5,6,22,11,44
Yates,1984,Felony,0,0,5,5,5,15
Yates,1984,Misdemeanor,0,0,0,9,3,12
Unknown,1984,Misdemeanor,0,0,0,0,0,0
Albany,1985,Felony,9,35,32,34,41,151
Albany,1985,Misdemeanor,0,51,110,383,303,847
Allegany,1985,Felony,1,1,4,9,3,18
Allegany,1985,Misdemeanor,0,1,6,21,15,43
Bronx,1985,Felony,489,434,22,212,346,1503
Bronx,1985,Misdemeanor,0,70,28,380,318,796
Broome,1985,Felony,38,9,40,48,25,160
Broome,1985,Misdemeanor,0,8,44,73,79,204
Cattaraugus,1985,Felony,3,1,15,7,6,32
Cattaraugus,1985,Misdemeanor,0,0,6,22,16,44
Cayuga,1985,Felony,1,0,14,13,5,33
Cayuga,1985,Misdemeanor,0,2,6,13,9,30
Chautauqua,1985,Felony,12,0,12,32,10,66
Chautauqua,1985,Misdemeanor,0,3,13,100,68,184
Chemung,1985,Felony,14,3,23,29,20,89
Chemung,1985,Misdemeanor,0,0,23,88,42,153
Chenango,1985,Felony,0,1,2,4,1,8
Chenango,1985,Misdemeanor,0,3,15,63,33,114
Clinton,1985,Felony,1,0,13,14,2,30
Clinton,1985,Misdemeanor,0,1,10,34,22,67
Columbia,1985,Felony,0,2,8,3,7,20
Columbia,1985,Misdemeanor,0,1,10,45,18,74
Cortland,1985,Felony,5,4,19,5,7,40
Cortland,1985,Misdemeanor,0,4,13,36,26,79
Delaware,1985,Felony,7,2,0,6,1,16
Delaware,1985,Misdemeanor,0,0,3,21,20,44
Dutchess,1985,Felony,19,18,64,99,26,226
Dutchess,1985,Misdemeanor,0,8,67,134,72,281
Erie,1985,Felony,55,51,128,70,55,359
Erie,1985,Misdemeanor,0,91,289,638,446,1464
Essex,1985,Felony,1,0,1,5,4,11
Essex,1985,Misdemeanor,0,0,6,17,9,32
Franklin,1985,Felony,6,6,7,6,3,28
Franklin,1985,Misdemeanor,0,3,13,35,24,75
Fulton,1985,Felony,6,6,3,14,3,32
Fulton,1985,Misdemeanor,0,2,5,46,21,74
Genesee,1985,Felony,8,8,15,17,6,54
Genesee,1985,Misdemeanor,0,4,41,40,38,123
Greene,1985,Felony,0,2,4,4,1,11
Greene,1985,Misdemeanor,0,4,6,13,12,35
Hamilton,1985,Felony,0,0,0,0,0,0
Hamilton,1985,Misdemeanor,0,0,0,0,2,2
Herkimer,1985,Felony,1,0,7,9,4,21
Herkimer,1985,Misdemeanor,0,1,2,24,10,37
Jefferson,1985,Felony,20,3,16,37,14,90
Jefferson,1985,Misdemeanor,0,1,17,35,14,67
Kings,1985,Felony,711,588,1,262,518,2080
Kings,1985,Misdemeanor,0,145,101,1116,568,1930
Lewis,1985,Felony,0,0,3,2,4,9
Lewis,1985,Misdemeanor,0,2,2,11,10,25
Livingston,1985,Felony,5,1,20,13,2,41
Livingston,1985,Misdemeanor,0,6,35,31,29,101
Madison,1985,Felony,7,0,22,27,2,58
Madison,1985,Misdemeanor,0,1,27,32,17,77
Monroe,1985,Felony,69,41,154,146,64,474
Monroe,1985,Misdemeanor,0,26,290,404,233,953
Montgomery,1985,Felony,4,4,18,13,9,48
Montgomery,1985,Misdemeanor,0,2,9,9,15,35
Nassau,1985,Felony,148,145,162,168,81,704
Nassau,1985,Misdemeanor,0,158,861,936,586,2541
New York,1985,Felony,679,644,10,440,415,2188
New York,1985,Misdemeanor,0,437,42,780,281,1540
Niagara,1985,Felony,5,13,7,30,17,72
Niagara,1985,Misdemeanor,0,7,67,163,120,357
Oneida,1985,Felony,35,2,48,34,16,135
Oneida,1985,Misdemeanor,0,6,38,89,75,208
Onondaga,1985,Felony,73,60,44,148,66,391
Onondaga,1985,Misdemeanor,0,18,165,178,126,487
Ontario,1985,Felony,13,9,34,20,10,86
Ontario,1985,Misdemeanor,0,1,6,32,24,63
Orange,1985,Felony,47,53,99,57,33,289
Orange,1985,Misdemeanor,0,15,71,153,114,353
Orleans,1985,Felony,12,1,19,20,9,61
Orleans,1985,Misdemeanor,0,0,9,15,13,37
Oswego,1985,Felony,18,3,7,43,13,84
Oswego,1985,Misdemeanor,0,0,39,50,28,117
Otsego,1985,Felony,5,7,6,4,6,28
Otsego,1985,Misdemeanor,0,3,6,20,20,49
Putnam,1985,Felony,1,13,19,4,3,40
Putnam,1985,Misdemeanor,0,10,18,44,12,84
Queens,1985,Felony,302,252,84,338,358,1334
Queens,1985,Misdemeanor,0,127,49,498,314,988
Rensselaer,1985,Felony,13,6,16,46,11,92
Rensselaer,1985,Misdemeanor,0,4,32,79,53,168
Richmond,1985,Felony,30,14,0,23,35,102
Richmond,1985,Misdemeanor,0,20,9,98,68,195
Rockland,1985,Felony,34,36,86,86,40,282
Rockland,1985,Misdemeanor,0,15,40,55,64,174
St. Lawrence,1985,Felony,1,1,19,10,6,37
St. Lawrence,1985,Misdemeanor,0,2,8,38,22,70
Saratoga,1985,Felony,9,15,10,6,4,44
Saratoga,1985,Misdemeanor,0,7,28,57,39,131
Schenectady,1985,Felony,20,8,35,25,13,101
Schenectady,1985,Misdemeanor,0,5,15,84,29,133
Schoharie,1985,Felony,1,1,7,3,1,13
Schoharie,1985,Misdemeanor,0,1,5,8,8,22
Schuyler,1985,Felony,2,0,3,4,0,9
Schuyler,1985,Misdemeanor,0,2,9,25,28,64
Seneca,1985,Felony,1,0,16,1,0,18
Seneca,1985,Misdemeanor,0,1,7,11,6,25
Steuben,1985,Felony,6,0,21,12,3,42
Steuben,1985,Misdemeanor,0,1,10,25,34,70
Suffolk,1985,Felony,179,136,114,275,115,819
Suffolk,1985,Misdemeanor,0,80,915,406,356,1757
Sullivan,1985,Felony,7,12,33,22,9,83
Sullivan,1985,Misdemeanor,0,8,33,81,43,165
Tioga,1985,Felony,6,1,20,8,2,37
Tioga,1985,Misdemeanor,0,0,0,25,12,37
Tompkins,1985,Felony,9,9,25,14,6,63
Tompkins,1985,Misdemeanor,0,2,11,44,29,86
Ulster,1985,Felony,14,27,58,41,11,151
Ulster,1985,Misdemeanor,0,6,11,54,30,101
Warren,1985,Felony,2,1,3,6,2,14
Warren,1985,Misdemeanor,0,6,8,39,20,73
Washington,1985,Felony,1,0,17,3,4,25
Washington,1985,Misdemeanor,0,0,7,15,14,36
Wayne,1985,Felony,9,1,25,38,14,87
Wayne,1985,Misdemeanor,0,6,42,29,39,116
Westchester,1985,Felony,153,91,177,102,94,617
Westchester,1985,Misdemeanor,0,100,68,486,279,933
Wyoming,1985,Felony,0,0,16,0,2,18
Wyoming,1985,Misdemeanor,0,2,4,17,19,42
Yates,1985,Felony,1,2,10,9,3,25
Yates,1985,Misdemeanor,0,0,0,3,4,7
Unknown,1985,Misdemeanor,0,0,0,0,0,0
Albany,1986,Felony,26,28,45,44,31,174
Albany,1986,Misdemeanor,0,48,79,352,301,780
Allegany,1986,Felony,2,0,6,13,7,28
Allegany,1986,Misdemeanor,0,1,5,25,33,64
Bronx,1986,Felony,519,593,55,274,397,1838
Bronx,1986,Misdemeanor,0,51,51,265,220,587
Broome,1986,Felony,34,18,60,57,40,209
Broome,1986,Misdemeanor,0,10,36,100,87,233
Cattaraugus,1986,Felony,3,3,13,27,1,47
Cattaraugus,1986,Misdemeanor,0,3,10,31,16,60
Cayuga,1986,Felony,4,2,11,12,6,35
Cayuga,1986,Misdemeanor,0,0,8,16,11,35
Chautauqua,1986,Felony,10,12,11,35,14,82
Chautauqua,1986,Misdemeanor,0,5,22,101,53,181
Chemung,1986,Felony,17,0,28,36,20,101
Chemung,1986,Misdemeanor,0,0,41,84,65,190
Chenango,1986,Felony,0,0,6,3,3,12
Chenango,1986,Misdemeanor,0,1,22,39,20,82
Clinton,1986,Felony,1,1,20,10,6,38
Clinton,1986,Misdemeanor,0,6,18,57,28,109
Columbia,1986,Felony,0,1,4,3,4,12
Columbia,1986,Misdemeanor,0,6,8,38,22,74
Cortland,1986,Felony,9,2,14,14,5,44
Cortland,1986,Misdemeanor,0,3,6,29,22,60
Delaware,1986,Felony,4,6,0,3,3,16
Delaware,1986,Misdemeanor,0,0,3,30,18,51
Dutchess,1986,Felony,15,8,54,80,15,172
Dutchess,1986,Misdemeanor,0,19,46,117,69,251
Erie,1986,Felony,53,42,98,53,75,321
Erie,1986,Misdemeanor,0,96,314,613,443,1466
Essex,1986,Felony,1,0,2,9,0,12
Essex,1986,Misdemeanor,0,2,4,9,7,22
Franklin,1986,Felony,1,10,8,5,10,34
Franklin,1986,Misdemeanor,0,0,8,24,24,56
Fulton,1986,Felony,4,2,5,4,4,19
